cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00015,0,,36,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00035,.014725,,359,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000825,.0045,,358,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00135,.003675,,357,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000675,.0043,,356,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00205,.001325,,355,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000225,.00185,,354,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001125,.01375,,353,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000475,.008825,,352,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000575,.00475,,351,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00295,.005875,,350,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00045,0,,35,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003075,.0021,,349,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0014,.002425,,348,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001225,.002725,,347,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0005,.002775,,346,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00095,.00165,,345,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003675,.004725,,344,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0004,.003325,,343,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0034,.003125,,342,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000925,.00475,,341,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0018,.00325,,340,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00045,0,,34,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001875,.002125,,339,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001,.006225,,338,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00515,.00585,,337,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00095,.002,,336,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00515,.010175,,335,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001375,.01405,,334,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001675,.005075,,333,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0016,.001875,,332,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001825,.0017,,331,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00105,.003925,,330,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00015,0,,33,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00145,.00305,,329,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0033,.00185,,328,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00155,.0025,,327,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004175,.0025,,326,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002625,.002625,,325,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00105,.00425,,324,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00115,.004975,,323,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002425,.00345,,322,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002075,.002,,321,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0017,.006225,,320,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0005,0,,32,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002,.019775,,319,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001775,.00785,,318,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001525,.0018,,317,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004125,.002625,,316,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001675,.00505,,315,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001125,.004575,,314,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00105,.00455,,313,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0037,.0038,,312,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002375,.00175,,311,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003725,.0021,,310,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00025,.000025,,31,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00325,.004725,,309,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001075,.006625,,308,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0008,.003075,,307,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0028,.00345,,306,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002325,.0047,,305,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00235,.00375,,304,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0016,.0023,,303,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002225,.001775,,302,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0023,.002,,301,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005725,.001775,,300,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0002,0,,30,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,0,,3,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002875,.0022,,299,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001175,.004475,,298,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0009,.00305,,297,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004275,.00165,,296,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003775,.004125,,295,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004875,.007375,,294,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002175,.004125,,293,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001675,.002,,292,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00155,.006275,,291,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0049,.0144,,290,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0002,0,,29,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0037,.0088,,289,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001,.002625,,288,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000625,.001525,,287,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003925,.00365,,286,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00465,.00505,,285,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005075,.003225,,284,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004625,.00285,,283,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002125,.001925,,282,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00175,.00165,,281,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005325,.005725,,280,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000175,0,,28,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005875,.012775,,279,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001475,.007275,,278,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001225,.00145,,277,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002275,.0017,,276,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0034,.002925,,275,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00285,.00495,,274,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005075,.00635,,273,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002525,.0039,,272,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00115,.00145,,271,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00385,.003425,,270,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00015,0,,27,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005225,.005225,,269,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003425,.00385,,268,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00145,.00115,,267,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0039,.002525,,266,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00635,.005075,,265,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00495,.00285,,264,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002925,.0034,,263,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0017,.002275,,262,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00145,.001225,,261,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.007275,.001475,,260,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000275,0,,26,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.012775,.005875,,259,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005725,.005325,,258,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00165,.00175,,257,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001925,.002125,,256,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00285,.004625,,255,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003225,.005075,,254,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00505,.00465,,253,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00365,.003925,,252,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001525,.000625,,251,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002625,.001,,250,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000225,0,,25,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0088,.0037,,249,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0144,.0049,,248,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.006275,.00155,,247,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002,.001675,,246,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004125,.002175,,245,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.007375,.004875,,244,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004125,.003775,,243,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00165,.004275,,242,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00305,.0009,,241,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004475,.001175,,240,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000175,0,,24,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0022,.002875,,239,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001775,.005725,,238,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002,.0023,,237,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001775,.002225,,236,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0023,.0016,,235,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00375,.00235,,234,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0047,.002325,,233,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00345,.0028,,232,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003075,.0008,,231,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.006625,.001075,,230,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000175,0,,23,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004725,.00325,,229,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0021,.003725,,228,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00175,.002375,,227,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0038,.0037,,226,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00455,.00105,,225,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004575,.001125,,224,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00505,.001675,,223,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002625,.004125,,222,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0018,.001525,,221,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00785,.001775,,220,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000325,0,,22,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.019775,.002,,219,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.006225,.0017,,218,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002,.002075,,217,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00345,.002425,,216,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004975,.00115,,215,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00425,.00105,,214,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002625,.002625,,213,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0025,.004175,,212,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0025,.00155,,211,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00185,.0033,,210,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,0,,21,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00305,.00145,,209,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003925,.00105,,208,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0017,.001825,,207,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001875,.0016,,206,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005075,.001675,,205,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.01405,.001375,,204,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.010175,.00515,,203,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002,.00095,,202,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00585,.00515,,201,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.006225,.001,,200,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0003,0,,20,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,0,,2,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002125,.001875,,199,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00325,.0018,,198,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00475,.000925,,197,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003125,.0034,,196,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003325,.0004,,195,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004725,.003675,,194,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00165,.00095,,193,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002775,.0005,,192,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002725,.001225,,191,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002425,.0014,,190,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0001,0,,19,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0021,.003075,,189,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005875,.00295,,188,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00475,.000575,,187,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.008825,.000475,,186,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.01375,.001125,,185,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00185,.000225,,184,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001325,.00205,,183,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0043,.000675,,182,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003675,.00135,,181,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0045,.000825,,180,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.000025,,18,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.014725,.00035,,179,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002275,.000525,,178,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00215,.000525,,177,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005975,.0036,,176,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001925,.001375,,175,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002425,.000275,,174,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003525,.000275,,173,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001275,.000325,,172,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0016,.000675,,171,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0068,.000275,,170,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000225,0,,17,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.007075,.0006,,169,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0014,.000625,,168,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002175,.000325,,167,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0046,.0001,,166,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002825,.00005,,165,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004475,.000525,,164,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.014075,.00035,,163,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001875,.000625,,162,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0014,.0003,,161,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004975,.00025,,160,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00025,0,,16,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001925,.000275,,159,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001325,.000525,,158,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003675,.000225,,157,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00205,.00015,,156,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0011,.0005,,155,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002575,.000425,,154,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001175,.00005,,153,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0011,.0001,,152,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00235,.000125,,151,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005425,.00035,,150,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0001,0,,15,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002625,.000075,,149,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004325,.00005,,148,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00565,.00015,,147,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0014,.00005,,146,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00135,.00005,,145,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003075,.0001,,144,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001625,.000075,,143,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00275,.00005,,142,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.009775,.0001,,141,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001625,.000125,,140,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00015,0,,14,12:46:03 20 Sep 2020,40000
